FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8199867,8199867,POINT (16.399608130859754 48.25716434099346),Floridsdorf S+U (Franz-Jonas-Platz),Floridsdorf S+U (Franz-Jonas-Platz),"30, 26, 31, 2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199868,8199868,POINT (16.400596225048606 48.25613564529374),Floridsdorf S+U,Floridsdorf S+U,"SV900, SV901, 33A, SV903",,2,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199869,8199869,POINT (16.39923983352311 48.257391640439714),Floridsdorf,Floridsdorf,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199870,8199870,POINT (16.399662030031415 48.257146440999236),Floridsdorf S+U (Franz-Jonas-Pl.),Floridsdorf S+U (Franz-Jonas-Pl.),"25, 2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199871,8199871,POINT (16.399504734021868 48.25740951763813),Floridsdorf S+U (Franz-Jonas-Platz),Floridsdorf S+U (Franz-Jonas-Platz),"500, 505, 150",,3,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199872,8199872,POINT (16.39903323318862 48.25708664126948),Floridsdorf S+U (F.-Jonas-Pl.),Floridsdorf S+U (F.-Jonas-Pl.),"N29, N31",,2,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199873,8199873,POINT (16.39903323318862 48.25708664126948),Floridsdorf S+U (F.-Jonas-Pl.),Floridsdorf S+U (F.-Jonas-Pl.),"N29, N31",,10,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199874,8199874,POINT (16.39903323318862 48.25708664126948),Floridsdorf S+U (F.-Jonas-Pl.),Floridsdorf S+U (F.-Jonas-Pl.),"N29, N31",,11,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199875,8199875,POINT (16.400789325117366 48.256344921336904),Floridsdorf S+U,Floridsdorf S+U,"850, 501, 502, 151, 500, 505, 150",,3,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.8199876,8199876,POINT (16.442897610698815 48.179090586441994),7. Haidequerstraße,7. Haidequerstraße,"76B, 76A",,2,https://anachb.vor.at?P=SQ&input=Wien%207.%20Haidequerstraße&start=1,
OEFFHALTESTOGD.8199877,8199877,POINT (16.426916689873423 48.17917449598273),Haidestraße,Haidestraße,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.8199878,8199878,POINT (16.427904783924056 48.17923439519194),Haidestraße,Haidestraße,"76B, 76A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.8199879,8199879,POINT (16.427671186042957 48.17906069582714),Haidestraße,Haidestraße,"76B, 76A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.8199880,8199880,POINT (16.4275184876595 48.17975549265861),Haidestraße,Haidestraße,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.8199881,8199881,POINT (16.42884797885288 48.17871319711904),Haidestraße,Haidestraße,76A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Haidestraße&start=1,
OEFFHALTESTOGD.8199882,8199882,POINT (16.47370962943982 48.15668917436978),"Kaiserebersdorf, Dreherstraße","Kaiserebersdorf, Dreherstraße","79A, 79B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Kaiserebersdorf,%20Dreherstraße&start=1",
OEFFHALTESTOGD.8199883,8199883,POINT (16.316586204078895 48.23336700620969),Eckpergasse,Eckpergasse,40,,1,https://anachb.vor.at?P=SQ&input=Wien%20Eckpergasse&start=1,
OEFFHALTESTOGD.8199884,8199884,POINT (16.363945198651102 48.25218808639338),Halteraugasse,Halteraugasse,"D, E4",,1,https://anachb.vor.at?P=SQ&input=Wien%20Halteraugasse&start=1,
OEFFHALTESTOGD.8199885,8199885,POINT (16.363855297652723 48.251661689371936),Halteraugasse,Halteraugasse,"D, N36",,1,https://anachb.vor.at?P=SQ&input=Wien%20Halteraugasse&start=1,
OEFFHALTESTOGD.8199886,8199886,POINT (16.363855297652723 48.251661689371936),Halteraugasse,Halteraugasse,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Halteraugasse&start=1,
OEFFHALTESTOGD.8199887,8199887,POINT (16.363855297652723 48.251661689371936),Halteraugasse,Halteraugasse,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Halteraugasse&start=1,
OEFFHALTESTOGD.8199888,8199888,POINT (16.363891298178796 48.25200858802496),Halteraugasse,Halteraugasse,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Halteraugasse&start=1,
OEFFHALTESTOGD.8199889,8199889,POINT (16.363891298178796 48.25200858802496),Halteraugasse,Halteraugasse,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Halteraugasse&start=1,
OEFFHALTESTOGD.8199890,8199890,POINT (16.461321895409977 48.16017076532088),Halterlacken,Halterlacken,"71B, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Halterlacken&start=1,
OEFFHALTESTOGD.8199891,8199891,POINT (16.46136689505739 48.16006886586565),Halterlacken,Halterlacken,"71B, N71, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Halterlacken&start=1,
OEFFHALTESTOGD.8199892,8199892,POINT (16.46136689505739 48.16006886586565),Halterlacken,Halterlacken,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Halterlacken&start=1,
OEFFHALTESTOGD.8199893,8199893,POINT (16.46136689505739 48.16006886586565),Halterlacken,Halterlacken,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Halterlacken&start=1,
OEFFHALTESTOGD.8199894,8199894,POINT (16.338190525890642 48.18143274032984),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,"63A, 59A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.8199895,8199895,POINT (16.33835222503537 48.18164233946463),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.8199896,8199896,POINT (16.33835222503537 48.18164233946463),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.8199897,8199897,POINT (16.338451024572294 48.18164233924437),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.8197924,8197924,POINT (16.4325401141269 48.216861412680046),Dampfschiffhaufen,Dampfschiffhaufen,N90,,10,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197925,8197925,POINT (16.4325401141269 48.216861412680046),Dampfschiffhaufen,Dampfschiffhaufen,N90,,11,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197926,8197926,POINT (16.4325401141269 48.216861412680046),Dampfschiffhaufen,Dampfschiffhaufen,N90,,13,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197927,8197927,POINT (16.4325401141269 48.216861412680046),Dampfschiffhaufen,Dampfschiffhaufen,N90,,12,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197928,8197928,POINT (16.432001117037558 48.21731041131454),Dampfschiffhaufen,Dampfschiffhaufen,"N90, 92A, 92B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197929,8197929,POINT (16.432001117037558 48.21731041131454),Dampfschiffhaufen,Dampfschiffhaufen,N90,,10,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197930,8197930,POINT (16.432001117037558 48.21731041131454),Dampfschiffhaufen,Dampfschiffhaufen,N90,,11,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197931,8197931,POINT (16.432001117037558 48.21731041131454),Dampfschiffhaufen,Dampfschiffhaufen,N90,,13,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197932,8197932,POINT (16.432001117037558 48.21731041131454),Dampfschiffhaufen,Dampfschiffhaufen,N90,,12,https://anachb.vor.at?P=SQ&input=Wien%20Dampfschiffhaufen&start=1,
OEFFHALTESTOGD.8197933,8197933,POINT (16.48840602952354 48.20872641699242),Danzergasse,Danzergasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Danzergasse&start=1,
OEFFHALTESTOGD.8197934,8197934,POINT (16.48841502984122 48.20883411637168),Danzergasse,Danzergasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Danzergasse&start=1,
OEFFHALTESTOGD.8197935,8197935,POINT (16.53129146921224 48.2443457206377),Daphneweg,Daphneweg,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daphneweg&start=1,
OEFFHALTESTOGD.8197936,8197936,POINT (16.53023147462285 48.24454312056226),Daphneweg,Daphneweg,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daphneweg&start=1,
OEFFHALTESTOGD.8197937,8197937,POINT (16.33448953534081 48.24657123185346),Daringergasse,Daringergasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daringergasse&start=1,
OEFFHALTESTOGD.8197938,8197938,POINT (16.356399228614137 48.175604356988465),Davidgasse,Davidgasse,1,,1,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.8197939,8197939,POINT (16.356551927577758 48.17541865746494),Davidgasse,Davidgasse,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.8197940,8197940,POINT (16.35615672945618 48.1752688587008),Davidgasse,Davidgasse,1,,1,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.8197941,8197941,POINT (16.449814665556673 48.242610879480544),Freihofsiedlung,Freihofsiedlung,94A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Freihofsiedlung&start=1,
OEFFHALTESTOGD.8197942,8197942,POINT (16.479153428076412 48.17451998577673),Kraftwerk Freudenau,Kraftwerk Freudenau,79A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kraftwerk%20Freudenau&start=1,
OEFFHALTESTOGD.8197943,8197943,POINT (16.47882102974833 48.174567985876344),Kraftwerk Freudenau,Kraftwerk Freudenau,79A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kraftwerk%20Freudenau&start=1,
OEFFHALTESTOGD.8197944,8197944,POINT (16.256695757505884 48.20546377687983),Freyenthurmgasse,Freyenthurmgasse,"43B, 52B, 52A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Freyenthurmgasse&start=1,
OEFFHALTESTOGD.8197945,8197945,POINT (16.256812557417216 48.20548777660876),Freyenthurmgasse,Freyenthurmgasse,"43B, 52B, 52A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Freyenthurmgasse&start=1,
OEFFHALTESTOGD.8197946,8197946,POINT (16.365355456759485 48.227149605552505),Friedensbrücke,Friedensbrücke,"33, 31, 5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Friedensbrücke&start=1,
OEFFHALTESTOGD.8197947,8197947,POINT (16.365121957443407 48.227137705740994),Friedensbrücke,Friedensbrücke,"33, 31, 5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Friedensbrücke&start=1,
OEFFHALTESTOGD.8197948,8197948,POINT (16.27255987114596 48.19888969845466),Baumgarten,Baumgarten,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197949,8197949,POINT (16.27255987114596 48.19888969845466),Baumgarten,Baumgarten,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197950,8197950,POINT (16.27229047295495 48.198949597802596),Baumgarten,Baumgarten,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197951,8197951,POINT (16.27093397882227 48.19912329820007),Baumgarten,Baumgarten,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197952,8197952,POINT (16.27093397882227 48.19912329820007),Baumgarten,Baumgarten,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197953,8197953,POINT (16.27114957844811 48.199081397627936),Baumgarten,Baumgarten,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197954,8197954,POINT (16.271931074349595 48.19879989867633),Baumgarten,Baumgarten,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Baumgarten&start=1,
OEFFHALTESTOGD.8197955,8197955,POINT (16.402401742796478 48.203571794673074),Friedensgasse (Böcklinstr.),Friedensgasse (Böcklinstr.),80A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Friedensgasse&start=1,
OEFFHALTESTOGD.8197956,8197956,POINT (16.40272514065631 48.202931197457396),Friedensgasse (Schüttelstr.),Friedensgasse (Schüttelstr.),80A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Friedensgasse&start=1,
OEFFHALTESTOGD.8197957,8197957,POINT (16.230999549563975 48.207834618263455),Mariabrunn Kirche,Mariabrunn Kirche,"453, 450, 451, N49, 50A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197958,8197958,POINT (16.230959186804974 48.20783458137512),Mariabrunn Kirche,Mariabrunn Kirche,"453, 450, 451, N49, 50A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197959,8197959,POINT (16.230959186804974 48.20783458137512),Mariabrunn Kirche,Mariabrunn Kirche,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197960,8197960,POINT (16.230959186804974 48.20783458137512),Mariabrunn Kirche,Mariabrunn Kirche,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197961,8197961,POINT (16.231071348851728 48.20768491862589),Mariabrunn Kirche,Mariabrunn Kirche,"450, 451, N49, 50A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197962,8197962,POINT (16.231030986210264 48.20768488176285),Mariabrunn Kirche,Mariabrunn Kirche,"450, 451, N49, 50A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197963,8197963,POINT (16.231030986210264 48.20768488176285),Mariabrunn Kirche,Mariabrunn Kirche,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197964,8197964,POINT (16.231030986210264 48.20768488176285),Mariabrunn Kirche,Mariabrunn Kirche,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Mariabrunn%20Kirche&start=1,
OEFFHALTESTOGD.8197965,8197965,POINT (16.418957607942456 48.1650241684664),Friedjunggasse,Friedjunggasse,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Friedjunggasse&start=1,
OEFFHALTESTOGD.8197966,8197966,POINT (16.4191103074533 48.16501226808878),Friedjunggasse,Friedjunggasse,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Friedjunggasse&start=1,
OEFFHALTESTOGD.8197967,8197967,POINT (16.342134196762185 48.24578753093052),Obkirchergasse,Obkirchergasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obkirchergasse&start=1,
OEFFHALTESTOGD.8197968,8197968,POINT (16.341882598071283 48.2456978313202),Obkirchergasse,Obkirchergasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obkirchergasse&start=1,
OEFFHALTESTOGD.8197969,8197969,POINT (16.379836309426913 48.24383731690075),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"N8, 11B, 5A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.8198649,8198649,POINT (16.36300181086104 48.185834903774165),Laurenzgasse,Laurenzgasse,"1, 62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.8198650,8198650,POINT (16.362247213615024 48.18521800710834),Laurenzgasse,Laurenzgasse,N62,,11,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.8198651,8198651,POINT (16.362247213615024 48.18521800710834),Laurenzgasse,Laurenzgasse,N62,,10,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.8198652,8198652,POINT (16.36327130963193 48.18598460334206),Laurenzgasse,Laurenzgasse,N62,,11,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.8198653,8198653,POINT (16.36327130963193 48.18598460334206),Laurenzgasse,Laurenzgasse,N62,,10,https://anachb.vor.at?P=SQ&input=Wien%20Laurenzgasse&start=1,
OEFFHALTESTOGD.8198654,8198654,POINT (16.453286725843174 48.28295914320822),Pulkaugasse,Pulkaugasse,"32A, 510",,3,https://anachb.vor.at?P=SQ&input=Wien%20Pulkaugasse&start=1,
OEFFHALTESTOGD.8198655,8198655,POINT (16.45324630395197 48.28295918440847),Pulkaugasse,Pulkaugasse,"32A, 510",,2,https://anachb.vor.at?P=SQ&input=Wien%20Pulkaugasse&start=1,
OEFFHALTESTOGD.8198656,8198656,POINT (16.44960364219195 48.282116250917646),Lavantgasse/Schule,Lavantgasse/Schule,"32A, 510",,3,https://anachb.vor.at?P=SQ&input=Wien%20Lavantgasse/Schule&start=1,
OEFFHALTESTOGD.8198657,8198657,POINT (16.449563220960492 48.28211629082282),Lavantgasse/Schule,Lavantgasse/Schule,"32A, 510",,2,https://anachb.vor.at?P=SQ&input=Wien%20Lavantgasse/Schule&start=1,
OEFFHALTESTOGD.8198658,8198658,POINT (16.450308817420403 48.282301589244966),Lavantgasse/Schule,Lavantgasse/Schule,32A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Lavantgasse/Schule&start=1,
OEFFHALTESTOGD.8198659,8198659,POINT (16.370498081939335 48.16864906894544),Laxenburger Str./Troststr.,Laxenburger Str./Troststr.,"200, 120, 210, N66",,3,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20Str./Troststr.&start=1,
OEFFHALTESTOGD.8198660,8198660,POINT (16.37045774987966 48.16864908102386),Laxenburger Str./Troststr.,Laxenburger Str./Troststr.,"200, 120, 210, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20Str./Troststr.&start=1,
OEFFHALTESTOGD.8198661,8198661,POINT (16.37045774987966 48.16864908102386),Laxenburger Str./Troststr.,Laxenburger Str./Troststr.,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20Str./Troststr.&start=1,
OEFFHALTESTOGD.8198662,8198662,POINT (16.37045774987966 48.16864908102386),Laxenburger Str./Troststr.,Laxenburger Str./Troststr.,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20Str./Troststr.&start=1,
OEFFHALTESTOGD.8198663,8198663,POINT (16.38664554161735 48.29145898555943),"Strebersdorf, Edmund-Hawranek-Platz","Strebersdorf, Edmund-Hawranek-Platz",26,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Strebersdorf,%20Edmund-Hawranek-Platz&start=1",
OEFFHALTESTOGD.8198664,8198664,POINT (16.302671236997405 48.13673607560464),Eduard-Kittenberger-Gasse,Eduard-Kittenberger-Gasse,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eduard-Kittenberger-Gasse&start=1,
OEFFHALTESTOGD.8198665,8198665,POINT (16.303731231699736 48.136873974123674),Eduard-Kittenberger-Gasse,Eduard-Kittenberger-Gasse,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eduard-Kittenberger-Gasse&start=1,
OEFFHALTESTOGD.8198666,8198666,POINT (16.32064656468792 48.21947716976663),Albrechtskreithgasse,Albrechtskreithgasse,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Albrechtskreithgasse&start=1,
OEFFHALTESTOGD.8198667,8198667,POINT (16.32033216591649 48.21908807143145),Albrechtskreithgasse,Albrechtskreithgasse,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Albrechtskreithgasse&start=1,
OEFFHALTESTOGD.8198668,8198668,POINT (16.4360256764957 48.273866139097855),Egon-Friedell-Gasse,Egon-Friedell-Gasse,28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Egon-Friedell-Gasse&start=1,
OEFFHALTESTOGD.8198669,8198669,POINT (16.436375973239123 48.273501440006065),Egon-Friedell-Gasse,Egon-Friedell-Gasse,28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Egon-Friedell-Gasse&start=1,
OEFFHALTESTOGD.8198670,8198670,POINT (16.43624127500151 48.274027538133765),Egon-Friedell-Gasse,Egon-Friedell-Gasse,29B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Egon-Friedell-Gasse&start=1,
OEFFHALTESTOGD.8198671,8198671,POINT (16.33764251374703 48.17121918973478),Eibesbrunnergasse,Eibesbrunnergasse,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198672,8198672,POINT (16.337732313351015 48.170883691314486),Eibesbrunnergasse,Eibesbrunnergasse,"7A, 15A, N62",,2,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198673,8198673,POINT (16.337732313351015 48.170883691314486),Eibesbrunnergasse,Eibesbrunnergasse,N62,,10,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198674,8198674,POINT (16.337732313351015 48.170883691314486),Eibesbrunnergasse,Eibesbrunnergasse,N62,,11,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198675,8198675,POINT (16.337822213479658 48.17108139006101),Eibesbrunnergasse,Eibesbrunnergasse,"7A, 15A, N62",,2,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198676,8198676,POINT (16.337822213479658 48.17108139006101),Eibesbrunnergasse,Eibesbrunnergasse,N62,,10,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198677,8198677,POINT (16.337822213479658 48.17108139006101),Eibesbrunnergasse,Eibesbrunnergasse,N62,,11,https://anachb.vor.at?P=SQ&input=Wien%20Eibesbrunnergasse&start=1,
OEFFHALTESTOGD.8198678,8198678,POINT (16.247362326996384 48.221943103442754),Eichbachgasse,Eichbachgasse,52A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eichbachgasse&start=1,
OEFFHALTESTOGD.8198679,8198679,POINT (16.350138067113146 48.18143273274221),Eichenstraße (Siebenbrunnenfeldgasse),Eichenstraße (Siebenbrunnenfeldgasse),12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198680,8198680,POINT (16.34989546794505 48.18042643799427),Eichenstraße,Eichenstraße,"6, 18, 62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198681,8198681,POINT (16.347658679345745 48.181193135461704),Eichenstraße,Eichenstraße,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198682,8198682,POINT (16.347658679345745 48.181193135461704),Eichenstraße,Eichenstraße,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198683,8198683,POINT (16.349850567055523 48.180372538027434),Eichenstraße,Eichenstraße,"6, 18, 62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198684,8198684,POINT (16.348979172521258 48.18100743566069),Eichenstraße,Eichenstraße,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198685,8198685,POINT (16.348979172521258 48.18100743566069),Eichenstraße,Eichenstraße,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Eichenstraße&start=1,
OEFFHALTESTOGD.8198686,8198686,POINT (16.264376289805035 48.18326557733629),Einsiedeleigasse,Einsiedeleigasse,54B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedeleigasse&start=1,
OEFFHALTESTOGD.8198687,8198687,POINT (16.264214589411274 48.18328347812476),Einsiedeleigasse,Einsiedeleigasse,54A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedeleigasse&start=1,
OEFFHALTESTOGD.8198688,8198688,POINT (16.349706875260193 48.18540971436895),Einsiedlerplatz,Einsiedlerplatz,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedlerplatz&start=1,
OEFFHALTESTOGD.8198689,8198689,POINT (16.3492307771817 48.185146115905866),Einsiedlerplatz,Einsiedlerplatz,59A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Einsiedlerplatz&start=1,
OEFFHALTESTOGD.8198690,8198690,POINT (16.450003250641423 48.16077596921461),Luzegasse,Luzegasse,"N71, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Luzegasse&start=1,
OEFFHALTESTOGD.8198691,8198691,POINT (16.450003250641423 48.16077596921461),Luzegasse,Luzegasse,N71,,10,https://anachb.vor.at?P=SQ&input=Wien%20Luzegasse&start=1,
OEFFHALTESTOGD.8198692,8198692,POINT (16.450003250641423 48.16077596921461),Luzegasse,Luzegasse,N71,,11,https://anachb.vor.at?P=SQ&input=Wien%20Luzegasse&start=1,
OEFFHALTESTOGD.8198693,8198693,POINT (16.450748844576747 48.15913407654971),Luzegasse,Luzegasse,"N71, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Luzegasse&start=1,
OEFFHALTESTOGD.8199403,8199403,POINT (16.3846960085197 48.18824847893224),Fasangasse,Fasangasse,"O, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Fasangasse&start=1,
OEFFHALTESTOGD.8199404,8199404,POINT (16.362759400110498 48.249149401695945),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,"D, E4",,1,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
